"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.864113838566758 0.647805087095549 1.32518976751001 -0.0662914738993087 1.46180190559927 0.886613729081245 1.06975338520443 0.464661791790322 0.176466680510386 0.621700728024321
"2" 1.03586062756538 0.66445637019635 0.221222056210617 0.0188573835429812 0.507207386240196 0.49179471501401 0.771198464898104 0.286705643039604 0.0679188290282008 0.183785051251436
"3" 0.962379237440399 0.985146674947928 0.170269593991681 0.552231434387918 0.362232082241462 0.175697618873636 0.959709037985908 0.837767600104807 -0.0306266474210136 0.151651868015243
"4" 0.872836808616492 0.14057774850241 0.440045288895963 0.0517184791522318 0.778823627283465 0.563868392709953 0.627014992228464 -0.0108365960360569 0.000485775751580035 0.322990943979785
"5" 0.608252100514015 0.261556542322387 1.72853514863204 -0.033706841638065 0.913101171837491 0.229392496519965 0.411402140492687 0.159477181255557 0.24794109560242 0.791346216039491
"6" 0.864222399192063 0.598231784581984 0.619349765602341 -0.0539398975698144 0.575523596717084 0.00715063516603181 0.0696355093535699 0.133770976627041 0.0291334769011187 0.51686049913736
"7" 0.974540552249465 1.06783458164738 0.60758233621604 0.332646359767078 1.08074843023664 0.607858123432909 1.3042010329987 0.816691450917033 0.290734130143526 0.189588537581609
"8" 0.948245093837752 0.850042553560867 1.13906920114417 0.233585408878594 0.847477034373476 0.48527708860915 0.905566696709402 0.373410714870596 0.341087315777626 0.304316978114017
"9" 0.787728673640503 0.670855709397088 0.672409652764731 0.181464106620566 1.38338656775734 0.874407682202782 1.77856194125194 0.284828234013739 0.0607382906917999 0.586405563294065
"10" 0.889258986930155 0.875855644925286 0.989292473228846 0.432084126032226 0.598203872693911 0.180830580470055 1.19633820701895 0.383748127095534 0.54408454751211 0.47181481642926
"11" 0.916235775118334 0.9357747757237 0.97406386756524 0.504702540742627 0.51886863292118 0.138731629799407 0.943759217661094 0.768312196427688 0.445704895818613 0.269517902048134
"12" 1.03094181221863 0.21455569394518 0.486670172284087 0.112961582830284 0.115029310652187 0.0181279544951099 0.80432530127173 0.223903809494102 0.17208680198532 0.166562022710938
"13" 0.601741520740253 0.932399128920294 1.37608341756406 0.249680072856599 1.7415577170323 0.903438456252765 1.5100071482967 0.488866776433476 0.213231909547752 0.879371542711945
"14" 0.608208066804895 0.330887229678093 1.81474688408498 0.0146741295593745 0.942508128846618 0.168318890195935 0.670574177747804 0.112553832008739 0.462317005869894 0.934375681783175
"15" 0.588397150932734 0.0360672625153202 1.30172776385203 0.00215094513747151 1.0331667693502 0.231971272403645 0.918180878140708 -0.0592081651003891 0.2687055077437 0.970932128612881
"16" 0.594576746324184 0.84214740271159 1.16840196022213 0.160337760259148 1.4636209799906 0.567985074851404 0.770934809149823 0.411243348094172 0.132754970994579 1.01737353810827
"17" 0.9288740395216 1.03419213671621 0.564342006292389 0.0277519513752734 0.869332471504718 0.549204605662357 0.685970139026432 0.75823466778762 0.058944925769276 0.293167713094225
"18" 0.598314962380448 0.669816977866219 0.931404641871944 0.212602077157906 1.13520589597141 0.484544173341726 0.934983153799865 0.305952087526557 -0.00997958891821597 0.821820875592539
"19" 0.996569248840605 0.891067481752478 1.09833085926861 0.234187679759207 0.806294523145162 0.497496861271436 0.885476592028531 0.816726510362975 0.175203131960671 0.195388057448704
"20" 0.690966776861516 1.00473286876578 1.47337376268488 0.0185938674472745 1.16991119889596 0.392025758803583 0.73873598714871 0.526160671297982 0.183157736328095 0.695504503624341
"21" 0.573441642457311 1.04614714155214 1.29488840320995 0.29527615606538 1.59444763018074 0.521835110129081 1.12130619269957 0.850995113495532 0.128843205058394 1.00898200333105
"22" 0.836673826915964 0.795109577685844 0.628848851609275 0.0947184494273369 0.608577994032234 0.154660531450085 0.360093242891897 0.447649257147075 0.059165960934222 0.411247916072169
"23" 0.796432876010172 0.899792316274955 1.11015523933231 0.247011401505096 0.761831496790641 0.262290373369026 0.712254902291081 0.554220503798758 0.344954328473951 0.540490027430374
"24" 0.520643411691858 1.08193051809377 1.7093082331855 0.511188501293663 1.24002437048125 0.443381640226817 1.26755846949861 0.635707192343448 0.515146186680921 0.902760139854445
"25" 0.757948377445115 0.887251816084701 1.73872430629501 0.295663699551453 0.657415982475366 0.0837046846361748 0.780294426556372 0.50055932272356 0.682421416859256 0.726462932965536
"26" 0.867987684971099 0.413799650365284 1.41198391103772 0.0972383103113926 1.0115063682691 0.656053593019375 1.00942997941928 0.0729899888308871 0.421570039168432 0.324613423752481
"27" 0.936807274855099 0.924458382762193 1.11245575191496 0.731122351212841 0.33234616333785 -0.00227286148863481 1.02044636419923 0.813882979595289 0.799857779748661 0.363777218429691
"28" 0.712453465195521 0.29814013293282 1.11804117429791 0.11085305215766 1.42065342765478 0.804569817925803 1.50905112321406 0.207808982674458 0.304694302223236 0.675866342141701
"29" 0.988594546548049 1.00085899577665 0.741617629284161 0.088838247766768 0.268949977750938 -0.0158190716619928 0.166607841955436 0.668681058712896 0.0455225020258557 0.383444656511992
"30" 0.976757128707899 0.318487827965622 0.810405564216062 0.068686144539426 0.788348902679401 0.652993054345649 1.10633316952806 0.0975728195899306 0.45713415913841 0.0932203134204463
"31" 0.915663105919066 1.0121088788258 1.21291264622432 0.572007934128781 0.416769434542418 0.017835782398469 0.654588786212898 0.977065330905966 0.548825040821989 0.36283417643525
"32" 0.864222612388846 0.957007378750931 0.478290482758 0.0691114636922543 0.766379732579209 0.27720122990318 0.464602198284268 0.887895045184704 0.00528157467690988 0.304194614245818
"33" 0.955103478053169 0.977882428119483 0.230660777076487 0.672518526655381 0.973375819996593 0.388086051067129 1.54856011218021 0.889279950213064 -0.00707796588085105 0.179835015159079
"34" 0.927818247936532 0.662898776796495 0.23438382208223 0.212285886232909 0.56089051433241 0.479674767835576 1.32280482287442 0.411432717439498 0.053438769224725 0.0381505675941245
"35" 0.591964083411157 0.503305505376755 1.74255706149818 0.0269868069093653 1.13453730573869 0.351541826428972 0.668489250685253 0.157590432540058 0.308537503437468 0.966735322304609
"36" 0.936340300784388 0.29800043890757 0.608855544653599 -0.0417132879740823 0.468229669706463 0.238965355980737 0.198682094217266 0.024876367414146 0.0373980671195544 0.316135840029479
"37" 0.832424326400228 0.873996871120089 1.33529111319182 0.284563413394926 1.1744318596692 0.421636650093561 1.06987110364269 0.611528116603542 0.261595099411027 0.667965012784781
"38" 0.832208509325259 0.0662705839648609 1.51411219152324 -0.0416497748706979 1.58133390016043 0.890927383233531 1.21154440405657 0.0732328900058758 0.189515131339596 0.828387419229269
"39" 0.554921736694776 0.924752272279299 1.54700178624658 0.295087860470582 1.73718022586061 0.672534873057245 1.64284901343745 0.519949690164786 0.346390475497792 0.916014953962573
"40" 0.865796500823413 0.275095388461929 0.906482321805244 0.0275312768397246 0.970895563800003 0.57639214332106 0.662503106011367 0.143656655477272 0.0144767796692703 0.439435882055182
"41" 0.936962819417691 0.58355284124338 1.10174832002069 0.0954601494505748 1.03910469837057 0.613683698793666 1.69122683452817 0.202666240210104 0.719872568784931 0.316684158303664
"42" 0.745242958167428 0.40827469856049 1.73470804423941 0.0630063137181969 0.746613726726857 -0.0304223168722335 0.419501266609434 0.0958436353934582 0.43261599897469 0.687452126404004
"43" 0.731193057568118 0.700145656380691 0.795956783746941 0.22666989485857 0.887403043978761 0.108939336221327 0.949978240302455 0.281141447388498 -0.0801014492123006 0.767143853647795
"44" 0.740501008802105 0.419113366684013 1.32598477169951 0.192000303913092 1.25125966804823 0.589037080220479 1.37586771784946 0.162930455498287 0.508359525742901 0.770070091267655
"45" 0.964199349837337 0.948948104722265 1.19863991233118 0.547712951415505 1.2219619554482 0.583156506522901 1.54581127135232 0.925753547450096 0.619911601959978 0.214848863372673
"46" 0.626115529874861 0.8971579875186 1.88637410019111 0.498012734164723 1.25491985633943 0.334986639237501 1.24613240717453 0.56840681570006 0.827289477904492 0.936560279413255
"47" 1.02702904969424 0.674162915261379 0.39651678001271 0.128937430968032 0.2515841213577 0.270082461880238 0.813711882638688 0.292376377025069 0.105786758684552 0.0455834488862929
"48" 0.741333666454745 0.118041137264747 1.39199275736718 0.0674578171739568 1.28015313820215 0.722570869692844 1.65132427864968 0.0951090746815764 0.746482188503134 0.590910301391418
"49" 0.832230849106005 1.00114489861595 0.900100817973785 0.379210888384103 0.642673658145631 0.0655289226661274 0.62914173859697 0.932007312415658 0.135497568886175 0.427924092237282
"50" 0.796541186783878 0.809279841209871 0.809384300746114 0.293764749937541 0.903368105982746 0.15501584413822 0.952147743133571 0.462463748737351 0.0719643752250779 0.800444064484863
"51" 1.02800263866056 0.937800198168495 0.815872031221956 0.297432026050469 0.157708361379345 0.0672560081899266 0.50553033106425 0.608706981555489 0.289237293622746 0.0683189687411645
"52" 0.816734891229532 1.01291248400605 1.56830314264435 0.304194847759437 1.2980801805705 0.411841990552416 0.944000941811789 0.877445423719209 0.179408374724989 0.638249524363937
"53" 0.804331208956204 0.489804916619401 1.1243756173863 0.0875861540900923 1.48624222381058 0.873528156494263 1.05376898466832 0.0965326289162248 0.103332936380093 0.53729001574286
"54" 0.764879370469558 1.01666074305168 1.12504305531297 0.714509345859286 1.67375576224909 0.6734678527515 2.03204179883799 0.904494898014474 0.346175958955785 0.798642503660224
"55" 0.976995440735926 0.865013674980934 1.12557776774079 0.367284699634091 0.892135441028661 0.678222165917964 1.69689933261829 0.379122713168266 0.902112805531937 0.266391840838419
"56" 0.989929616092418 0.764096035648483 1.06432776482007 0.359518987080457 1.0813663300023 0.715859782219527 1.63091723508554 0.539554852654368 0.573486579929784 0.159898397196702
"57" 0.82887517718645 0.962513193568016 1.49191468042843 0.129586324146888 1.55688394608667 0.820346346092128 1.30554810128613 0.590331814797339 0.442383476079427 0.715189241411247
"58" 0.821810439172884 0.418641536082158 1.04615470784151 0.148410342907068 0.575169054002287 0.0940697032248117 1.00711802878556 0.16899020566899 0.403804486346698 0.552814838369895
"59" 0.942349473176596 0.104899306956163 0.650865264241276 -0.0131438657746259 0.594336935021783 0.409633515564254 0.598115079100542 0.00664030317308785 0.154418611130599 0.133596025183642
"60" 0.719689138578257 0.968670805466359 1.44589168218007 0.800436622980439 0.879958183059376 0.328390178678023 1.51831887319006 0.9917029595494 0.950149545257582 0.419545641358386
"61" 0.5940804339924 1.00021140554237 1.06043482387882 0.411854949595239 1.34179138924316 0.340337456115936 1.03910051586476 0.719511183661303 0.049422318381725 0.787516478303614
"62" 0.923501354651474 0.963905438368153 1.22280391583668 0.0155172364060973 1.12435737646168 0.506089197134238 0.768281758680812 0.878914470877841 0.0373335483735331 0.449263387436176
"63" 0.86574679697329 0.959763341113847 1.24938231061587 0.0931257437202822 1.33232380711806 0.42276002979183 0.771345058875123 0.827018586459034 0.0555146718587461 0.683643896144077
"64" 0.95065837590676 0.955784914486284 0.41661417090296 0.43777256948173 0.358341552546923 0.0470729984420372 0.723823292517865 0.758204908264486 0.12534736028182 0.31397784748695
"65" 0.70334384018093 0.829217983927243 0.907995711616664 0.171198065018619 1.54134270353033 0.753039263170603 1.10941387828043 0.533943587123802 0.103967989470942 0.926933846497349
"66" 0.56609978155599 0.905922866016056 1.37188885861471 0.11244658219289 0.766405470206416 0.063352961602032 0.169069485910117 0.709367297966608 0.0858003763843967 0.944255801833539
"67" 1.00935637290006 0.527599149616285 0.809429774153469 0.153663349561113 0.33036327733619 0.0944978042290618 0.923887294878836 0.287997098154973 0.544599532049677 0.261696895842469
"68" 0.536782077820804 0.88189799539365 0.959392555628894 0.313409977434693 1.59833583854697 0.772130437116465 1.81385290706797 0.510747736708976 0.110550601317497 0.906907611378988
"69" 0.983305217948375 0.661318008601418 0.880312478193421 0.0608520205120295 1.07750678090868 0.611412235263688 1.1276426070041 0.347258850917727 0.237738711977026 0.355961746351598
"70" 1.03549339774799 0.990319527119242 0.337383658454838 0.611951711164699 0.453521350709863 0.273466691661236 1.18853711911578 0.867160741382144 0.24348344058633 0.0250766070597839
"71" 0.932499069258696 0.327151810017426 0.386506488814978 0.0695467028080542 0.383306977919959 0.130401781197439 0.99505089217783 0.0945686795624015 0.10744645999441 0.324661845201088
"72" 0.783078683638493 1.0313993716757 0.822684315483881 0.207748746192189 1.58577574411667 0.57478947137941 1.0269286836057 1.01954606069479 0.0580533452440654 0.501947549438358
"73" 0.853247219816794 0.815935283258004 1.11366787371349 0.0738164737943798 0.877640693959826 0.403687094875054 0.716143942841722 0.256411555999132 0.332738604754759 0.546885508315285
"74" 1.03120469591187 0.92692624908829 0.954970313933732 0.629911849957304 0.434111775525551 0.340975925608047 1.45701043906516 0.783293445872542 0.908355187049916 0.203353402397247
"75" 0.947731797149325 0.969820991950609 0.94635799224647 0.3752241450815 0.734366655801099 0.442070008970783 1.24552300430945 0.712620705445419 0.504333976229235 0.230181793739495
"76" 0.907842123981451 1.01655592087889 1.02319710621183 0.0483986832081356 1.47156630151691 0.723855181128119 1.11036636225388 0.676616968764288 0.168589775355723 0.42641159803681
"77" 1.02681337263601 0.479099228634718 0.153556990919795 0.0537079537962688 0.306573959727936 0.168846435048288 0.831608472285216 0.153291070474713 0.0756038409037681 0.248359006913243
"78" 0.61201920822014 0.861334494764004 1.77445236334106 0.051321362756362 1.46172583072063 0.611023114776058 0.833435725555936 0.473078231245094 0.168071949951633 0.933696359140443
"79" 0.838083385727539 0.925814751086235 1.28048564885412 0.289644463202136 0.492479648174145 -0.0476581006872884 0.501233549021172 0.512543261257522 0.375790534037237 0.49034682563053
"80" 0.8543975245707 0.920445137625197 1.19922976872067 0.149272575439076 0.391827814196481 0.0951062779277611 0.516441115355034 0.523570198175036 0.158293103540698 0.196385492774194
"81" 0.934688027265589 0.304519353730836 0.668324948414725 0.114705740524173 0.457716055811765 0.0690442771613773 0.919805573762008 0.151543510853804 0.231890784082905 0.450766523736671
"82" 0.777063093008578 0.95740773788935 0.788120406839169 0.0692953793752062 1.36688962815584 0.446712992994016 0.735993995216017 0.779815818475492 0.110825113653683 0.610384740075161
