"x" "y" "z"
"1" 0.00776987070585936 21.406997444177 -4.72059487980514
"2" 0.193082863171875 18.1117508580366 -4.74873956251565
"3" 0.227968463418 24.7708897593259 -4.66718934179401
"4" 0.157331151941347 21.1312642826689 -4.66707617076167
"5" 0.489552074460632 23.5019296537784 -4.84478257838996
"6" 0.476134237461196 14.8207673306039 -4.65881344566204
"7" 0.530878476997201 5.33384973000675 -4.74297891241172
"8" 0.442447862875315 2.76404948115698 -4.74874066905929
"9" 0.475294137960911 14.0299707887259 -4.80187296627064
"10" 0.510241780682518 11.2867913041581 -4.80286122374589
"11" 0.475950351095273 1.53724746990742 -4.80184191946553
"12" 0.603945239819966 3.80028692481393 -4.88758763119684
"13" 0.633862868444893 10.8914512581768 -4.77155010984417
"14" 0.650047475577583 15.3906665856266 -4.78076031555054
"15" 0.81255517399276 19.5094488903026 -4.86491127182798
"16" 0.69989487640682 18.4677383437474 -4.82741509637338
"17" 0.808804955136494 22.6683032466909 -4.75367166283527
"18" 0.793765565278945 26.5135023624497 -4.76908839449631
"19" 0.888382138283394 24.8740994307104 -4.79264483575893
"20" 0.837987514726588 14.6974750121155 -4.80796938440417
"21" 0.773078296406663 13.3062916395486 -4.78983262381164
"22" 0.765988989677553 26.8594045998241 -4.77144989335328
"23" 0.857748865616155 16.278575530694 -4.84028957798292
"24" 0.879263017757136 17.0217196206351 -4.82037628749807
"25" 1.02246399401165 18.6094993438652 -4.81210739132024
"26" 1.00673957016102 12.3568529214021 -4.84100182826375
"27" 1.07633669349163 19.0680997760668 -4.75946952703664
"28" 1.05629240452158 2.06085721853015 -4.80694962934433
"29" 1.17256838886784 21.0455877451962 -4.80008317460946
"30" 1.1003775794384 13.0461560820453 -4.87681534738257
"31" 1.3030525106207 19.9012188267839 -4.82089499172384
"32" 1.36292664133686 3.05876377617761 -4.79045096193452
"33" 1.39902580156637 24.476472417895 -4.73573602926101
"34" 1.34117516326316 28.3917976144561 -4.85446973728898
"35" 1.31502862445027 3.6699359593641 -4.85517030574009
"36" 1.33603522143552 7.00321939425194 -4.76813261863635
"37" 1.40643863543759 14.4125906733773 -4.76103911181206
"38" 1.41664638993424 27.0557073063107 -4.76434287686924
"39" 1.40641982271356 0.917524387147426 -4.66753661142778
"40" 1.45226160175698 25.795738213474 -4.76324296875998
"41" 1.45441425474829 1.34142470793486 -4.87421941177634
"42" 1.41986601468258 17.3726597573276 -4.77711047855696
"43" 1.46847930301429 19.8492184072679 -4.75442981320343
"44" 1.5513454127025 22.0904268746332 -4.70572145368961
"45" 1.52856551128206 25.635868463476 -4.84064790777992
"46" 1.55261052242976 15.5531825768013 -4.77887018769668
"47" 1.57887367421401 23.2783644233862 -4.76242860056075
"48" 1.69481542969067 26.5115600184889 -4.68793580035921
"49" 1.86739544824326 19.3283483756094 -4.69118504299291
"50" 1.84583394279986 24.1602732734305 -4.89089853868727
"51" 1.88878728207968 26.3602959134743 -4.70946079417702
"52" 1.92510527278609 1.07284998067363 -4.76690283287131
"53" 1.90956478619207 6.08029814090582 -4.76704917779421
"54" 1.92575442734777 12.6891930567549 -4.75217192185807
"55" 1.91936526069505 24.9711190808203 -4.65714914572026
"56" 1.95392894338633 1.13094198678838 -4.70490867691346
"57" 2.13514293957168 20.0359682030799 -4.56505811684284
"58" 2.16144160996963 11.6365560655192 -4.76711241746082
"59" 2.16797161733888 3.10730897622164 -4.66616735048716
"60" 2.16652387511558 19.9531076596412 -4.64207002413588
"61" 2.28730238226284 24.1167956158591 -4.63359990657673
"62" 2.31547224512144 29.5362310981425 -4.63693111608734
"63" 2.40947249474497 13.0661351205482 -4.58539106419861
"64" 2.37860531548198 18.2849119092799 -4.67649443594642
"65" 2.38304617552676 10.4701552192851 -4.55954291253691
"66" 2.53674862208796 29.867377095728 -4.63362809465477
"67" 2.58363203750401 18.935888860682 -4.51553588801788
"68" 2.64473016388911 8.46899040683257 -4.58034582375365
"69" 2.57245718903272 26.3404268934517 -4.67201357928032
"70" 2.54285612173393 3.7167683538437 -4.51903518961082
"71" 2.78660538439393 13.4874762929473 -4.51091083997416
"72" 2.77068170736218 24.6319030766587 -4.49937517380075
"73" 2.78246192765021 13.1451298501044 -4.46012826554063
"74" 2.92065214501464 23.8657481342667 -4.49391297644275
"75" 2.85291469228347 3.44389469059065 -4.44163080499954
"76" 3.00161847338567 18.1714429608724 -4.3394966699305
"77" 3.31335624179924 0.287048162488859 -4.21296290490313
