"x" "y" "z"
"1" 3.06748084498802 0.0293853358836989 0.0278156207743084
"2" 2.95688740080588 0.0197172941051914 0.135456672691978
"3" 3.07397652170622 0.112247931618049 0.182775254825396
"4" 2.96136419297948 0.0809424562940355 0.214271871824569
"5" 2.91311575108522 0.117770264848582 0.25312459255298
"6" 3.00558678014564 0.0439633552483351 0.321084296734247
"7" 2.92548307696851 0.0337110851415986 0.408315297817575
"8" 2.88283557689358 0.11948027867111 0.450176527005876
"9" 2.86863761148374 0.116117978296796 0.360573538622134
"10" 2.81885990162716 0.178573666955395 0.447445499532093
"11" 2.7955842298529 0.225818338756582 0.436204011481398
"12" 2.81605533540792 0.153438616606163 0.585868585052489
"13" 2.77718202093464 0.20978437617117 0.562096127285474
"14" 2.77278901648357 0.266184940828228 0.610920391995663
"15" 2.68073394575129 0.21823591579539 0.696967754528694
"16" 2.69224838175521 0.386051185883492 0.689698667097163
"17" 2.68721309610501 0.296438817978805 0.724659395448144
"18" 2.70281414642567 0.184483495810088 0.722605663607781
"19" 2.54550177178975 0.196454627363876 0.886425338373446
"20" 2.53033588357021 0.335932715516547 0.938636971860412
"21" 2.4579779310721 0.361606578661714 0.915810395110221
"22" 2.41400799335459 0.323741770732361 0.985236995094996
"23" 2.39526857189337 0.345847895889975 0.958818747326729
"24" 2.27633172827406 0.266215632920515 0.936077608073208
"25" 2.26184804061409 0.35616341485884 0.923587604772218
"26" 2.23892836800628 0.380725482784167 1.00028482830686
"27" 2.17437815421713 0.421923809675779 0.946829817559781
"28" 2.06536150990456 0.374498497640566 1.03737029131772
"29" 2.11152327655672 0.346430407337406 1.06735228051811
"30" 2.01253200547104 0.364029665316122 1.03835877981644
"31" 2.05131149582931 0.429823665364142 0.979199477693829
"32" 2.03664659681945 0.374918144553956 0.959114915183476
"33" 1.85613769842815 0.422174985444061 0.979236797123401
"34" 1.9471245066293 0.447103502176062 1.06792149272285
"35" 1.76114380417121 0.303636728462162 0.946498411371042
"36" 1.71215554035418 0.323409390250181 0.933914622779244
"37" 1.66568078241819 0.401177757135509 0.928039027850314
